date,last_update,confirmed,confirmed_diff,deaths,deaths_diff,recovered,recovered_diff,active,active_diff,fatality_rate
2021-07-09,2021-07-10 04:21:25,33837389,46884,606988,513,0,0,33230401,46371,0.0179
2021-07-10,2021-07-11 04:21:43,33847784,10395,607132,144,0,0,33240652,10251,0.0179
2021-07-11,2021-07-12 04:21:34,33853948,6164,607156,24,0,0,33246792,6140,0.0179
2021-07-12,2021-07-13 04:21:18,33886713,32765,607392,236,0,0,33279321,32529,0.0179
2021-07-13,2021-07-14 04:21:35,33914880,28167,607771,379,0,0,33307109,27788,0.0179
2021-07-14,2021-07-15 04:21:48,33947182,32302,608115,344,0,0,33339067,31958,0.0179
2021-07-15,2021-07-16 04:21:22,33975642,28460,608398,283,0,0,33367244,28177,0.0179
2021-07-16,2021-07-17 04:22:22,34053080,77438,608815,417,0,0,33444265,77021,0.0179
2021-07-17,2021-07-18 04:22:07,34067669,14589,608882,67,0,0,33458787,14522,0.0179
2021-07-18,2021-07-19 04:21:24,34079960,12291,609019,137,0,0,33470941,12154,0.0179
2021-07-19,2021-07-20 04:21:48,34132071,52111,609231,212,0,0,33522840,51899,0.0178
2021-07-20,2021-07-21 04:21:40,34174774,42703,609529,298,0,0,33565245,42405,0.0178
2021-07-21,2021-07-22 04:21:19,34226806,52032,609862,333,0,0,33616944,51699,0.0178
2021-07-22,2021-07-23 04:21:29,34281864,55058,610177,315,0,0,33671687,54743,0.0178
2021-07-23,2021-07-24 00:21:36,34400655,118791,610720,543,0,0,33789935,118248,0.0178
2021-07-24,2021-07-25 04:22:12,34428050,27395,610835,115,0,0,33817215,27280,0.0177
2021-07-25,2021-07-26 04:21:28,34443761,15711,610891,56,0,0,33832870,15655,0.0177
2021-07-26,2021-07-27 04:21:18,34533058,89297,610951,60,0,0,33922107,89237,0.0177
2021-07-27,2021-07-28 04:21:39,34603919,70861,611414,463,0,0,33992505,70398,0.0177
2021-07-28,2021-07-29 04:21:33,34672690,68771,611801,387,0,0,34060889,68384,0.0176
2021-07-29,2021-07-30 04:21:34,34750605,77915,612117,316,0,0,34138488,77599,0.0176
2021-07-30,2021-07-31 04:21:35,34945468,194863,613013,896,0,0,34332455,193967,0.0175
2021-07-31,2021-08-01 04:21:50,34978276,32808,613157,144,0,0,34365119,32664,0.0175
2021-08-01,2021-08-02 04:21:36,35002148,23872,613224,67,0,0,34388924,23805,0.0175
2021-08-02,2021-08-03 04:21:39,35131393,129245,613679,455,0,0,34517714,128790,0.0175
2021-08-03,2021-08-04 04:21:25,35237950,106557,614295,616,0,0,34623655,105941,0.0174
2021-08-04,2021-08-05 04:21:51,35330664,92714,614785,490,0,0,34715879,92224,0.0174
2021-08-05,2021-08-06 04:21:18,35437377,106713,615319,534,0,0,34822058,106179,0.0174
2021-08-06,2021-08-07 04:21:30,35695469,258092,616493,1174,0,0,35078976,256918,0.0173
2021-08-07,2021-08-08 04:21:33,35739551,44082,616718,225,0,0,35122833,43857,0.0173
2021-08-08,2021-08-09 04:21:24,35763414,23863,616829,111,0,0,35146585,23752,0.0172
2021-08-09,2021-08-10 04:21:27,35948131,184717,617321,492,0,0,35330810,184225,0.0172
2021-08-10,2021-08-11 04:21:58,36051126,102995,618114,793,0,0,35433012,102202,0.0171
2021-08-11,2021-08-12 04:21:25,36190179,139053,618479,365,0,0,35571700,138688,0.0171
2021-08-12,2021-08-13 04:21:24,36306724,116545,619093,614,0,0,35687631,115931,0.0171
2021-08-13,2021-08-14 04:21:25,36597564,290840,621016,1923,0,0,35976548,288917,0.017
2021-08-14,2021-08-15 04:21:41,36636853,39289,621226,210,0,0,36015627,39079,0.017
2021-08-15,2021-08-16 04:21:31,36678753,41900,621635,409,0,0,36057118,41491,0.0169
2021-08-16,2021-08-17 04:21:49,36888741,209988,622318,683,0,0,36266423,209305,0.0169
2021-08-17,2021-08-18 04:21:35,37017741,129000,623321,1003,0,0,36394420,127997,0.0168
2021-08-18,2021-08-19 04:21:15,37155004,137263,624253,932,0,0,36530751,136331,0.0168
2021-08-19,2021-08-20 04:21:33,37294141,139137,625166,913,0,0,36668975,138224,0.0168
2021-08-20,2021-08-21 04:21:38,37613597,319456,627843,2677,0,0,36985754,316779,0.0167
2021-08-21,2021-08-22 04:21:29,37673118,59521,628303,460,0,0,37044815,59061,0.0167
2021-08-22,2021-08-23 04:21:27,37709810,36692,628503,200,0,0,37081307,36492,0.0167
2021-08-23,2021-08-24 04:21:19,37935465,225655,629406,903,0,0,37306059,224752,0.0166
2021-08-24,2021-08-25 04:21:41,38074886,139421,630816,1410,0,0,37444070,138011,0.0166
2021-08-25,2021-08-26 04:21:28,38223029,148143,632272,1456,0,0,37590757,146687,0.0165
2021-08-26,2021-08-27 04:21:37,38384360,161331,633564,1292,0,0,37750796,160039,0.0165
2021-08-27,2021-08-28 04:21:28,38707252,322892,636720,3156,0,0,38070532,319736,0.0164
2021-08-28,2021-08-29 04:21:14,38757006,49754,637244,524,0,0,38119762,49230,0.0164
2021-08-29,2021-08-30 04:21:23,38796746,39740,637531,287,0,0,38159215,39453,0.0164
2021-08-30,2021-08-31 04:21:46,39057368,260622,638711,1180,0,0,38418657,259442,0.0164
2021-08-31,2021-09-01 04:21:38,39198072,140704,640108,1397,0,0,38557964,139307,0.0163
2021-09-01,2021-09-02 04:21:15,39396156,198084,642081,1973,0,0,38754075,196111,0.0163
2021-09-02,2021-09-03 04:21:20,39549299,153143,643669,1588,0,0,38905630,151555,0.0163
2021-09-03,2021-09-04 04:21:28,39850256,300957,647579,3910,0,0,39202677,297047,0.0163
2021-09-04,2021-09-05 04:21:33,39906426,56170,648106,527,0,0,39258320,55643,0.0162
2021-09-05,2021-09-06 04:21:22,39944987,38561,648468,362,0,0,39296519,38199,0.0162
2021-09-06,2021-09-07 04:21:35,40018318,73331,648998,530,0,0,39369320,72801,0.0162
2021-09-07,2021-09-08 04:21:31,40280001,261683,650511,1513,0,0,39629490,260170,0.0161
2021-09-08,2021-09-09 04:21:27,40456683,176682,652654,2143,0,0,39804029,174539,0.0161
2021-09-09,2021-09-10 04:21:20,40601577,144894,654579,1925,0,0,39946998,142969,0.0161
2021-09-10,2021-09-11 04:21:30,40863822,262245,658992,4413,0,0,40204830,257832,0.0161
2021-09-11,2021-09-12 04:21:13,40921394,57572,659691,699,0,0,40261703,56873,0.0161
2021-09-12,2021-09-13 04:21:15,40955201,33807,659970,279,0,0,40295231,33528,0.0161
2021-09-13,2021-09-14 04:21:41,41221266,266065,662106,2136,0,0,40559160,263929,0.0161
2021-09-14,2021-09-15 03:22:37,41364566,143300,663923,1817,0,0,40700643,141483,0.0161
2021-09-15,2021-09-16 04:22:19,41536511,171945,666607,2684,0,0,40869904,169261,0.016
2021-09-16,2021-09-17 04:21:46,41785903,249392,670000,3393,0,0,41115903,245999,0.016
2021-09-17,2021-09-18 04:21:24,41993789,207886,672635,2635,0,0,41321154,205251,0.016
2021-09-18,2021-09-19 04:21:34,42050638,56849,673472,837,0,0,41377166,56012,0.016
2021-09-19,2021-09-20 04:21:22,42087432,36794,673763,291,0,0,41413669,36503,0.016
2021-09-20,2021-09-21 04:21:26,42287755,200323,676059,2296,0,0,41611696,198027,0.016
2021-09-21,2021-09-22 04:21:45,42410607,122852,678407,2348,0,0,41732200,120504,0.016
2021-09-22,2021-09-23 04:21:43,42543510,132903,681192,2785,0,0,41862318,130118,0.016
2021-09-23,2021-09-24 04:21:44,42669114,125604,684311,3119,0,0,41984803,122485,0.016
2021-09-24,2021-09-25 04:21:31,42853724,184610,687084,2773,0,0,42166640,181837,0.016
2021-09-25,2021-09-26 04:21:29,42940411,86687,687746,662,0,0,42252665,86025,0.016
2021-09-26,2021-09-27 04:21:16,42931354,-9057,688032,286,0,0,42243322,-9343,0.016
2021-09-27,2021-09-28 04:21:28,43116432,185078,690426,2394,0,0,42426006,182684,0.016
2021-09-28,2021-09-29 04:21:45,43227604,111172,692969,2543,0,0,42534635,108629,0.016
2021-09-29,2021-09-30 04:21:20,43349187,121583,695112,2143,0,0,42654075,119440,0.016
2021-09-30,2021-10-01 04:21:35,43459809,110622,697842,2730,0,0,42761967,107892,0.0161
2021-10-01,2021-10-02 04:21:25,43618627,158818,700285,2443,0,0,42918342,156375,0.0161
2021-10-02,2021-10-03 04:21:24,43657833,39206,700932,647,0,0,42956901,38559,0.0161
2021-10-03,2021-10-04 04:21:31,43683048,25215,701169,237,0,0,42981879,24978,0.0161
2021-10-04,2021-10-05 04:21:27,43852255,169207,703278,2109,0,0,43148977,167098,0.016
2021-10-05,2021-10-06 04:21:33,43948011,95756,705194,1916,0,0,43242817,93840,0.016
2021-10-06,2021-10-07 04:21:36,44058827,110816,707781,2587,0,0,43351046,108229,0.0161
2021-10-07,2021-10-08 04:21:25,44158910,100083,710173,2392,0,0,43448737,97691,0.0161
2021-10-08,2021-10-09 04:21:34,44290052,131142,712693,2520,0,0,43577359,128622,0.0161
2021-10-09,2021-10-10 04:21:38,44317553,27501,712972,279,0,0,43604581,27222,0.0161
2021-10-10,2021-10-11 04:21:31,44339747,22194,713227,255,0,0,43626520,21939,0.0161
2021-10-11,2021-10-12 04:21:09,44455949,116202,714055,828,0,0,43741894,115374,0.0161
2021-10-12,2021-10-13 04:20:51,44562257,106308,716471,2416,0,0,43845786,103892,0.0161
2021-10-13,2021-10-14 04:21:29,44683014,120757,719525,3054,0,0,43963489,117703,0.0161
2021-10-14,2021-10-15 04:21:26,44767906,84892,721563,2038,0,0,44046343,82854,0.0161
2021-10-15,2021-10-16 04:21:15,44884868,116962,723754,2191,0,0,44161114,114771,0.0161
2021-10-16,2021-10-17 04:21:29,44916423,31555,724153,399,0,0,44192270,31156,0.0161
2021-10-17,2021-10-18 04:21:10,44933336,16913,724317,164,0,0,44209019,16749,0.0161
2021-10-18,2021-10-19 04:20:54,45050910,117574,726196,1879,0,0,44324714,115695,0.0161
2021-10-19,2021-10-20 04:21:00,45132148,81238,728192,1996,0,0,44403956,79242,0.0161
2021-10-20,2021-10-21 04:21:18,45218907,86759,731263,3071,0,0,44487644,83688,0.0162
2021-10-21,2021-10-22 04:21:14,45300970,82063,733213,1950,0,0,44567757,80113,0.0162
2021-10-22,2021-10-23 04:21:32,45400466,99496,735373,2160,0,0,44665093,97336,0.0162
2021-10-23,2021-10-24 04:21:22,45427464,26998,735800,427,0,0,44691664,26571,0.0162
2021-10-24,2021-10-25 04:22:31,45444260,16796,735941,141,0,0,44708319,16655,0.0162
2021-10-25,2021-10-26 04:22:09,45545583,101323,737316,1375,0,0,44808267,99948,0.0162
2021-10-26,2021-10-27 04:22:32,45609021,63438,738877,1561,0,0,44870144,61877,0.0162
2021-10-27,2021-10-28 04:22:08,45703978,94957,741231,2354,0,0,44962747,92603,0.0162
2021-10-28,2021-10-29 04:22:03,45826098,122120,743358,2127,0,0,45082740,119993,0.0162
2021-10-29,2021-10-30 04:22:03,45923884,97786,745377,2019,0,0,45178507,95767,0.0162
2021-10-30,2021-10-31 04:22:08,45953186,29302,745668,291,0,0,45207518,29011,0.0162
2021-10-31,2021-11-01 04:22:01,45970785,17599,745832,164,0,0,45224953,17435,0.0162
2021-11-01,2021-11-02 04:22:03,46091924,121139,747033,1201,0,0,45344891,119938,0.0162
2021-11-02,2021-11-03 06:22:09,46169012,77088,748518,1485,0,0,45420494,75603,0.0162
2021-11-03,2021-11-04 04:22:20,46252513,83501,750423,1905,0,0,45502090,81596,0.0162
2021-11-04,2021-11-05 04:21:54,46334856,82343,751555,1132,0,0,45583301,81211,0.0162
2021-11-05,2021-11-06 04:21:51,46435967,101111,753926,2371,0,0,45682041,98740,0.0162
2021-11-06,2021-11-07 04:21:53,46461714,25747,754278,352,0,0,45707436,25395,0.0162
2021-11-07,2021-11-08 04:21:43,46487791,26077,754429,151,0,0,45733362,25926,0.0162
2021-11-08,2021-11-09 04:21:36,46613141,125350,755636,1207,0,0,45857505,124143,0.0162
2021-11-09,2021-11-10 04:21:38,46693102,79961,757291,1655,0,0,45935811,78306,0.0162
2021-11-10,2021-11-11 04:21:45,46789031,95929,758916,1625,0,0,46030115,94304,0.0162
2021-11-11,2021-11-12 04:22:01,46852276,63245,759676,760,0,0,46092600,62485,0.0162
2021-11-12,2021-11-13 04:21:38,46991304,139028,762520,2844,0,0,46228784,136184,0.0162
2021-11-13,2021-11-14 04:21:31,47050502,59198,762972,452,0,0,46287530,58746,0.0162
2021-11-14,2021-11-15 04:21:36,47074080,23578,763092,120,0,0,46310988,23458,0.0162
2021-11-15,2021-11-16 04:21:10,47221549,147469,764363,1271,0,0,46457186,146198,0.0162
2021-11-16,2021-11-17 04:21:48,47309008,87459,765811,1448,0,0,46543197,86011,0.0162
2021-11-17,2021-11-18 04:21:33,47420114,111106,767431,1620,0,0,46652683,109486,0.0162
2021-11-18,2021-11-19 04:21:40,47531319,111205,768695,1264,0,0,46762624,109941,0.0162
2021-11-19,2021-11-20 04:22:17,47660379,129060,770691,1996,0,0,46889688,127064,0.0162
2021-11-20,2021-11-21 04:22:13,47701872,41493,771013,322,0,0,46930859,41171,0.0162
2021-11-21,2021-11-22 04:22:20,47730591,28719,771118,105,0,0,46959473,28614,0.0162
2021-11-22,2021-11-23 04:22:39,47888123,157532,772343,1225,0,0,47115780,156307,0.0161
2021-11-23,2021-11-24 04:22:14,47980780,92657,773770,1427,0,0,47207010,91230,0.0161
2021-11-24,2021-11-25 04:22:33,48091937,111157,775397,1627,0,0,47316540,109530,0.0161
2021-11-25,2021-11-26 04:22:33,48126382,34445,775785,388,0,0,47350597,34057,0.0161
2021-11-26,2021-11-27 04:22:45,48177907,51525,776349,564,0,0,47401558,50961,0.0161
2021-11-27,2021-11-28 04:22:43,48202463,24556,776536,187,0,0,47425927,24369,0.0161
2021-11-28,2021-11-29 04:22:30,48229210,26747,776639,103,0,0,47452571,26644,0.0161
2021-11-29,2021-11-30 04:22:53,48437955,208745,778601,1962,0,0,47659354,206783,0.0161
2021-11-30,2021-12-01 04:22:29,48554890,116935,780140,1539,0,0,47774750,115396,0.0161
2021-12-01,2021-12-02 04:22:37,48692483,137593,782100,1960,0,0,47910383,135633,0.0161
2021-12-02,2021-12-03 04:23:05,48832228,139745,785898,3798,0,0,48046330,135947,0.0161
2021-12-03,2021-12-04 04:22:18,48990127,157899,787695,1797,0,0,48202432,156102,0.0161
2021-12-04,2021-12-05 04:22:25,49051140,61013,788202,507,0,0,48262938,60506,0.0161
2021-12-05,2021-12-06 04:22:34,49085361,34221,788363,161,0,0,48296998,34060,0.0161
2021-12-06,2021-12-07 04:22:34,49278242,192881,789742,1379,0,0,48488500,191502,0.016
2021-12-07,2021-12-08 04:22:46,49387208,108966,791514,1772,0,0,48595694,107194,0.016
2021-12-08,2021-12-09 04:22:49,49538947,151739,793228,1714,0,0,48745719,150025,0.016
2021-12-09,2021-12-10 04:22:28,49661145,122198,794649,1421,0,0,48866496,120777,0.016
2021-12-10,2021-12-11 04:22:45,49833439,172294,796762,2113,0,0,49036677,170181,0.016
2021-12-11,2021-12-12 04:22:12,49884587,51148,797179,417,0,0,49087408,50731,0.016
2021-12-12,2021-12-13 04:22:02,49921405,36818,797346,167,0,0,49124059,36651,0.016
2021-12-13,2021-12-14 04:22:38,50119422,198017,798710,1364,0,0,49320712,196653,0.0159
2021-12-14,2021-12-15 03:22:16,50233338,113916,800343,1633,0,0,49432995,112283,0.0159
2021-12-15,2021-12-16 04:22:11,50374543,141205,802510,2167,0,0,49572033,139038,0.0159
2021-12-16,2021-12-17 04:22:14,50513424,138881,803651,1141,0,0,49709773,137740,0.0159
2021-12-17,2021-12-18 02:22:20,50706733,193309,805823,2172,0,0,49900910,191137,0.0159
2021-12-18,2021-12-19 04:21:11,50773620,66887,806273,450,0,0,49967347,66437,0.0159
2021-12-19,2021-12-20 04:21:43,50846828,73208,806439,166,0,0,50040389,73042,0.0159
2021-12-20,2021-12-21 03:21:27,51100782,253954,807952,1513,0,0,50292830,252441,0.0158
2021-12-21,2021-12-22 04:21:54,51272854,172072,810045,2093,0,0,50462809,169979,0.0158
2021-12-22,2021-12-23 04:21:21,51545991,273137,812069,2024,0,0,50733922,271113,0.0158
2021-12-23,2021-12-24 04:21:34,51814812,268821,815423,3354,0,0,50999389,265467,0.0157
2021-12-24,2021-12-25 04:21:37,51966735,151923,816436,1013,0,0,51150299,150910,0.0157
2021-12-25,2021-12-26 04:21:50,52095411,128676,816463,27,0,0,51278948,128649,0.0157
2021-12-26,2021-12-27 04:21:58,52280854,185443,816609,146,0,0,51464245,185297,0.0156
2021-12-27,2021-12-28 04:21:47,52793407,512553,818371,1762,0,0,51975036,510791,0.0155
2021-12-28,2021-12-29 03:21:43,53170421,377014,820708,2337,0,0,52349713,374677,0.0154
2021-12-29,2021-12-30 04:21:25,53659688,489267,822892,2184,0,0,52836796,487083,0.0153
2021-12-30,2021-12-31 04:21:50,54306755,647067,824301,1409,0,0,53482454,645658,0.0152
2021-12-31,2022-01-01 04:22:14,54743982,437227,825536,1235,0,0,53918446,435992,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-02,2022-01-03 02:22:25,55114057,254091,826060,244,0,0,54287997,253847,0.015
2022-01-03,2022-01-04 04:22:17,56190946,1076889,827753,1693,0,0,55363193,1075196,0.0147
2022-01-04,2022-01-05 04:21:59,57048800,857854,830071,2318,0,0,56218729,855536,0.0146
2022-01-05,2022-01-06 04:22:09,57702377,653577,832118,2047,0,0,56870259,651530,0.0144
2022-01-06,2022-01-07 04:22:09,58487665,785288,833987,1869,0,0,57653678,783419,0.0143
2022-01-07,2022-01-08 04:21:53,59388529,900864,836603,2616,0,0,58551926,898248,0.0141
2022-01-08,2022-01-09 04:21:46,59767221,378692,837262,659,0,0,58929959,378033,0.014
2022-01-09,2022-01-10 04:22:07,60072321,305100,837594,332,0,0,59234727,304768,0.0139
2022-01-10,2022-01-11 04:22:01,61558085,1485764,839500,1906,0,0,60718585,1483858,0.0136
2022-01-11,2022-01-12 04:21:44,62308132,750047,842141,2641,0,0,61465991,747406,0.0135
2022-01-12,2022-01-13 08:00:09,63203443,895311,844562,2421,0,0,62358881,892890,0.0134
2022-01-13,2022-01-14 04:21:54,64061989,858546,846463,1901,0,0,63215526,856645,0.0132
2022-01-14,2022-01-15 04:21:07,64917692,855703,849238,2775,0,0,64068454,852928,0.0131
2022-01-15,2022-01-16 04:21:12,65444262,526570,850060,822,0,0,64594202,525748,0.013
2022-01-16,2022-01-17 04:21:08,65699947,255685,850605,545,0,0,64849342,255140,0.0129
2022-01-17,2022-01-18 04:21:04,66421598,721651,851730,1125,0,0,65569868,720526,0.0128
2022-01-18,2022-01-19 04:21:23,67589830,1168232,853955,2225,0,0,66735875,1166007,0.0126
2022-01-19,2022-01-20 04:21:07,68569600,979770,857768,3813,0,0,67711832,975957,0.0125
2022-01-20,2022-01-21 04:21:09,69308071,738471,860247,2479,0,0,68447824,735992,0.0124
2022-01-21,2022-01-22 04:21:13,70209737,901666,864553,4306,0,0,69345184,897360,0.0123
2022-01-22,2022-01-23 04:21:13,70494744,285007,865968,1415,0,0,69628776,283592,0.0123
2022-01-23,2022-01-24 04:21:12,70699416,204672,866540,572,0,0,69832876,204100,0.0123
2022-01-24,2022-01-25 04:21:05,71708189,1008773,868503,1963,0,0,70839686,1006810,0.0121
2022-01-25,2022-01-26 04:21:07,72171208,463019,871937,3434,0,0,71299271,459585,0.0121
2022-01-26,2022-01-27 04:21:19,72909527,738319,876060,4123,0,0,72033467,734196,0.012
2022-01-27,2022-01-28 04:21:09,73427335,517808,878421,2361,0,0,72548914,515447,0.012
2022-01-28,2022-01-29 04:21:10,74066546,639211,882294,3873,0,0,73184252,635338,0.0119
2022-01-29,2022-01-30 04:21:26,74235709,169163,883934,1640,0,0,73351775,167523,0.0119
2022-01-30,2022-01-31 04:21:09,74332396,96687,884260,326,0,0,73448136,96361,0.0119
2022-01-31,2022-02-01 04:21:11,74941202,608806,886682,2422,0,0,74054520,606384,0.0118
2022-02-01,2022-02-02 04:21:09,75350359,409157,890770,4088,0,0,74459589,405069,0.0118
2022-02-02,2022-02-03 04:21:21,75680487,330128,894316,3546,0,0,74786171,326582,0.0118
2022-02-03,2022-02-04 04:21:10,75961961,281474,896557,2241,0,0,75065404,279233,0.0118
2022-02-04,2022-02-05 04:21:05,76354040,392079,901388,4831,0,0,75452652,387248,0.0118
2022-02-05,2022-02-06 04:21:00,76458144,104104,902266,878,0,0,75555878,103226,0.0118
2022-02-06,2022-02-07 04:21:05,76505442,47298,902624,358,0,0,75602818,46940,0.0118
2022-02-07,2022-02-08 04:21:15,76852768,347326,905539,2915,0,0,75947229,344411,0.0118
2022-02-08,2022-02-09 04:21:04,77051506,198738,908820,3281,0,0,76142686,195457,0.0118
2022-02-09,2022-02-10 04:21:14,77265134,213628,912252,3432,0,0,76352882,210196,0.0118
2022-02-10,2022-02-11 04:21:09,77428574,163440,915430,3178,0,0,76513144,160262,0.0118
2022-02-11,2022-02-12 04:21:06,77652197,223623,918451,3021,0,0,76733746,220602,0.0118
2022-02-12,2022-02-13 04:21:00,77707349,55152,919253,802,0,0,76788096,54350,0.0118
2022-02-13,2022-02-14 04:20:51,77739880,32531,919696,443,0,0,76820184,32088,0.0118
2022-02-14,2022-02-15 04:21:09,77919052,179172,922473,2777,0,0,76996579,176395,0.0118
2022-02-15,2022-02-16 04:21:10,78036352,117300,925435,2962,0,0,77110917,114338,0.0119
2022-02-16,2022-02-17 04:20:56,78171038,134686,928493,3058,0,0,77242545,131628,0.0119
2022-02-17,2022-02-18 04:21:04,78269443,98405,931741,3248,0,0,77337702,95157,0.0119
2022-02-18,2022-02-19 04:21:11,78423462,154019,934321,2580,0,0,77489141,151439,0.0119
2022-02-19,2022-02-20 04:21:00,78457081,33619,934951,630,0,0,77522130,32989,0.0119
2022-02-20,2022-02-21 04:21:05,78479134,22053,935335,384,0,0,77543799,21669,0.0119
2022-02-21,2022-02-22 04:21:01,78529099,49965,935990,655,0,0,77593109,49310,0.0119
2022-02-22,2022-02-23 04:21:09,78648651,119552,939061,3071,0,0,77709590,116481,0.0119
2022-02-23,2022-02-24 04:21:14,78733444,84793,941889,2828,0,0,77791555,81965,0.012
2022-02-24,2022-02-25 04:21:11,78798989,65545,944828,2939,0,0,77854161,62606,0.012
2022-02-25,2022-02-26 04:21:12,78883101,84112,947417,2589,0,0,77935684,81523,0.012
2022-02-26,2022-02-27 04:21:04,78931739,48638,948215,798,0,0,77983524,47840,0.012
2022-02-27,2022-02-28 04:21:05,78939203,7464,948397,182,0,0,77990806,7282,0.012
2022-02-28,2022-03-01 04:21:09,79045043,105840,950490,2093,0,0,78094553,103747,0.012
2022-03-01,2022-03-02 04:21:07,79091347,46304,952423,1933,0,0,78138924,44371,0.012
2022-03-02,2022-03-03 04:21:01,79143716,52369,954518,2095,0,0,78189198,50274,0.0121
2022-03-03,2022-03-04 04:21:09,79196008,52292,956261,1743,0,0,78239747,50549,0.0121
2022-03-04,2022-03-05 04:21:10,79250509,54501,958143,1882,0,0,78292366,52619,0.0121
2022-03-05,2022-03-06 04:20:49,79265726,15217,958437,294,0,0,78307289,14923,0.0121
2022-03-06,2022-03-07 04:20:47,79284134,18408,958840,403,0,0,78325294,18005,0.0121
2022-03-07,2022-03-08 04:20:54,79339388,55254,960505,1665,0,0,78378883,53589,0.0121
2022-03-08,2022-03-09 04:20:59,79369007,29619,961843,1338,0,0,78407164,28281,0.0121
2022-03-09,2022-03-10 04:20:48,79406602,37595,963819,1976,0,0,78442783,35619,0.0121
2022-03-10,2022-03-11 04:20:50,79454920,48318,965464,1645,0,0,78489456,46673,0.0122
2022-03-11,2022-03-12 04:20:50,79507030,52110,967165,1701,0,0,78539865,50409,0.0122
2022-03-12,2022-03-13 04:20:49,79517492,10462,967552,387,0,0,78549940,10075,0.0122
2022-03-13,2022-03-14 04:20:46,79523228,5736,967720,168,0,0,78555508,5568,0.0122
2022-03-14,2022-03-15 04:20:47,79562252,39024,965105,-2615,0,0,78597147,41639,0.0121
